,Name,Country,Room_stayed,Date_stayed,Trip_type,Review_date,Review_title,Positive,Negative,Reviewer_score
1895,Makamran,United Kingdom,Superior Double Room,1 night ·  February 2020,Group,Reviewed: 21 February 2020,Very good,There are no comments available for this review,Not Available,8.0
1896,Katie,United Kingdom,Studio Suite,1 night ·  February 2020,Couple,Reviewed: 21 February 2020,Exceptional,There are no comments available for this review,Not Available,10
1897,Lilianna,France,Superior Double Room,2 nights ·  February 2020,Solo traveller,Reviewed: 20 February 2020,Exceptional,There are no comments available for this review,Not Available,10
1898,Valerie,United Kingdom,Superior Double Room,1 night ·  February 2020,Couple,Reviewed: 19 February 2020,Fantastic,There are no comments available for this review,Not Available,9.0
1899,Elizabeth,United Kingdom,Superior Double Room,3 nights ·  December 2019,Group,Reviewed: 18 February 2020,Exceptional,There are no comments available for this review,Not Available,10
1900,Kym,United Kingdom,Superior Double Room,1 night ·  January 2020,Group,Reviewed: 16 February 2020,Superb,There are no comments available for this review,Not Available,9.2
1901,India,United Kingdom,Superior Double Room,1 night ·  February 2020,Couple,Reviewed: 16 February 2020,Superb,There are no comments available for this review,Not Available,9.2
1902,Conal,United Kingdom,Executive Suite,2 nights ·  February 2020,Couple,Reviewed: 16 February 2020,Very good,There are no comments available for this review,Not Available,8.3
1903,Secret,United Kingdom,Superior Double Room,1 night ·  February 2020,Couple,Reviewed: 16 February 2020,Superb,There are no comments available for this review,Not Available,9.2
1904,Anthony,United Kingdom,Executive Suite,1 night ·  February 2020,Couple,Reviewed: 15 February 2020,Superb,There are no comments available for this review,Not Available,9.2
1905,Camillia,United Kingdom,Studio Suite,1 night ·  February 2020,Group,Reviewed: 15 February 2020,Exceptional,There are no comments available for this review,Not Available,10
1906,Daniel,United Kingdom,Superior Double Room,1 night ·  January 2020,Couple,Reviewed: 15 February 2020,Exceptional,There are no comments available for this review,Not Available,9.6
1907,Harry,United Kingdom,Superior Double Room,1 night ·  February 2020,Couple,Reviewed: 15 February 2020,Exceptional,There are no comments available for this review,Not Available,10
1908,Dawn,United Kingdom,Superior Double Room,1 night ·  February 2020,Couple,Reviewed: 12 February 2020,Very good,There are no comments available for this review,Not Available,8.0
1909,Jeremiah,United Kingdom,Superior Double Room with City View,2 nights ·  January 2020,Couple,Reviewed: 10 February 2020,"Excellent hotel and services, will definitely be going back again",There are no comments available for this review,Not Available,9.6
1910,James,United Kingdom,Superior Double Room,3 nights ·  February 2020,Couple,Reviewed: 10 February 2020,Exceptional,There are no comments available for this review,Not Available,10
1911,Cameron,United Kingdom,Superior Double Room,1 night ·  February 2020,Couple,Reviewed: 9 February 2020,Exceptional,There are no comments available for this review,Not Available,9.6
1912,Nathan,United Kingdom,Executive Double Room,1 night ·  February 2020,Couple,Reviewed: 9 February 2020,First class,There are no comments available for this review,Not Available,10
1913,Kate,United Kingdom,Superior Double Room,1 night ·  February 2020,Couple,Reviewed: 9 February 2020,Very good,There are no comments available for this review,Not Available,8.0
1914,Carolyn,United Kingdom,Superior Double Room,1 night ·  January 2020,Couple,Reviewed: 8 February 2020,Exceptional,There are no comments available for this review,Not Available,10
1915,Amirah,United Kingdom,Superior Double Room,1 night ·  February 2020,Couple,Reviewed: 6 February 2020,Exceptional,There are no comments available for this review,Not Available,10
1916,Patrick,United Kingdom,Superior Double Room,1 night ·  January 2020,Couple,Reviewed: 3 February 2020,Exceptional,There are no comments available for this review,Not Available,10
1917,Alex,United Kingdom,Superior Double Room,1 night ·  February 2020,Couple,Reviewed: 2 February 2020,Very good,There are no comments available for this review,Not Available,8.0
1918,Chelsea,United Kingdom,Superior Double Room,1 night ·  February 2020,Couple,Reviewed: 2 February 2020,Superb,There are no comments available for this review,Not Available,9.0
1919,Tyla,United Kingdom,Superior Double Room,1 night ·  February 2020,Group,Reviewed: 2 February 2020,Exceptional,There are no comments available for this review,Not Available,10
1920,Christian,United Kingdom,Superior Double Room,1 night ·  February 2020,Couple,Reviewed: 2 February 2020,Exceptional,There are no comments available for this review,Not Available,10
1921,E,United Kingdom,Superior Double Room,1 night ·  January 2020,Couple,Reviewed: 31 January 2020,Superb,There are no comments available for this review,Not Available,9.2
1922,Danielle,United Kingdom,Superior Double Room,1 night ·  January 2020,Couple,Reviewed: 31 January 2020,Exceptional,There are no comments available for this review,Not Available,10
1923,Uliana,France,Superior Double Room,2 nights ·  December 2019,Couple,Reviewed: 30 January 2020,Very good,There are no comments available for this review,Not Available,8.0
1924,Osariemen,Nigeria,Superior Double Room,2 nights ·  January 2020,Solo traveller,Reviewed: 30 January 2020,Very good,There are no comments available for this review,Not Available,8.0
1925,Neil,United Kingdom,Superior Double Room,3 nights ·  January 2020,Group,Reviewed: 28 January 2020,Exceptional,There are no comments available for this review,Not Available,10
1926,Nathan,United Kingdom,Superior Double Room,2 nights ·  January 2020,Couple,Reviewed: 27 January 2020,Exceptional,There are no comments available for this review,Not Available,10
1927,Gurdeep,United Kingdom,Superior Double Room,1 night ·  January 2020,Couple,Reviewed: 27 January 2020,Very good,There are no comments available for this review,Not Available,8.0
1928,Chris,United Kingdom,Superior Twin Room,3 nights ·  December 2019,Couple,Reviewed: 27 January 2020,Exceptional,There are no comments available for this review,Not Available,10
1929,Don,Ireland,Superior Double Room,2 nights ·  January 2020,Couple,Reviewed: 27 January 2020,Very good,There are no comments available for this review,Not Available,8.0
1930,Donncha,Ireland,Superior Twin Room,1 night ·  January 2020,Group,Reviewed: 27 January 2020,Superb,There are no comments available for this review,Not Available,9.2
1931,Ayat,Belgium,Superior Double Room,1 night ·  January 2020,Solo traveller,Reviewed: 27 January 2020,Exceptional,There are no comments available for this review,Not Available,10
1932,Rhys,United Kingdom,Superior Double Room,1 night ·  January 2020,Family,Reviewed: 26 January 2020,Superb,There are no comments available for this review,Not Available,9.0
1933,Sian,United Kingdom,Superior Double Room,2 nights ·  January 2020,Couple,Reviewed: 26 January 2020,Superb,There are no comments available for this review,Not Available,9.2
1934,Georgia,United Kingdom,Superior Double Room,1 night ·  January 2020,Couple,Reviewed: 26 January 2020,Very good,There are no comments available for this review,Not Available,8.0
1935,Neal,United Kingdom,Superior Twin Room,1 night ·  January 2020,Family,Reviewed: 26 January 2020,Exceptional,There are no comments available for this review,Not Available,10
1936,Sam,United Kingdom,Superior Double Room,2 nights ·  January 2020,Couple,Reviewed: 26 January 2020,Very good,There are no comments available for this review,Not Available,8.0
1937,Arifur,United Kingdom,Superior Double Room,1 night ·  January 2020,Couple,Reviewed: 25 January 2020,Exceptional,There are no comments available for this review,Not Available,10
1938,Sam,United Kingdom,Superior Double Room,1 night ·  January 2020,Couple,Reviewed: 23 January 2020,Exceptional,There are no comments available for this review,Not Available,10
1939,Aaron,United Kingdom,Superior Double Room with City View,1 night ·  December 2019,Couple,Reviewed: 23 January 2020,Exceptional,There are no comments available for this review,Not Available,10
1940,Valeria,United Kingdom,Superior Double Room,1 night ·  January 2020,Couple,Reviewed: 22 January 2020,Very good,There are no comments available for this review,Not Available,8.0
1941,Gerds,United Kingdom,Superior Double Room with City View,1 night ·  December 2019,Couple,Reviewed: 20 January 2020,Exceptional,There are no comments available for this review,Not Available,10
1942,Courtney,United Kingdom,Superior Double Room,2 nights ·  December 2019,Couple,Reviewed: 20 January 2020,Exceptional,There are no comments available for this review,Not Available,9.6
1943,Katrina,United Kingdom,Superior Double Room,1 night ·  January 2020,Couple,Reviewed: 20 January 2020,Superb,There are no comments available for this review,Not Available,9.0
1944,Joshua,United Kingdom,Superior Double Room,1 night ·  January 2020,Couple,Reviewed: 19 January 2020,Very good,There are no comments available for this review,Not Available,8.0
1945,Guillaume,France,Superior Double Room,2 nights ·  January 2020,Couple,Reviewed: 19 January 2020,Superb,There are no comments available for this review,Not Available,9.2
1946,Ling,United Kingdom,Superior Double Room,1 night ·  January 2020,Couple,Reviewed: 19 January 2020,Fabulous,There are no comments available for this review,Not Available,8.8
1947,Anne-marie,United Kingdom,Superior Double Room,1 night ·  January 2020,Couple,Reviewed: 19 January 2020,Exceptional,There are no comments available for this review,Not Available,10
1948,James,Jersey,Superior Twin Room,2 nights ·  December 2019,Group,Reviewed: 18 January 2020,Superb,There are no comments available for this review,Not Available,9.2
1949,Anna,United Arab Emirates,Superior Double Room,4 nights ·  January 2020,Solo traveller,Reviewed: 17 January 2020,Exceptional,There are no comments available for this review,Not Available,10
1950,James,United Kingdom,Executive Double Room,3 nights ·  January 2020,Couple,Reviewed: 13 January 2020,Exceptional,There are no comments available for this review,Not Available,10
1951,Crawford,United Kingdom,Superior Double Room,2 nights ·  January 2020,Couple,Reviewed: 12 January 2020,It was excellent,There are no comments available for this review,Not Available,10
1952,Stef,Belgium,Superior Double Room,3 nights ·  January 2020,Couple,Reviewed: 12 January 2020,Exceptional,There are no comments available for this review,Not Available,9.6
1953,Stephanie,United Kingdom,Superior Twin Room,2 nights ·  January 2020,Group,Reviewed: 12 January 2020,Exceptional,There are no comments available for this review,Not Available,10
1954,Cullan,France,Executive Suite,2 nights ·  January 2020,Couple,Reviewed: 12 January 2020,Superb,There are no comments available for this review,Not Available,9.2
1955,Tom,United Kingdom,Superior Double Room,2 nights ·  January 2020,Couple,Reviewed: 11 January 2020,Good,There are no comments available for this review,Not Available,7.9
1956,Diane,United Kingdom,Superior Twin Room,2 nights ·  January 2020,Couple,Reviewed: 11 January 2020,Exceptional,There are no comments available for this review,Not Available,10
1957,Joanne,United Kingdom,Superior Double Room,2 nights ·  December 2019,Couple,Reviewed: 10 January 2020,Very good,There are no comments available for this review,Not Available,8.0
1958,Kelly,United Kingdom,Superior Double Room,1 night ·  December 2019,Couple,Reviewed: 10 January 2020,Exceptional,There are no comments available for this review,Not Available,10
1959,Daniel,Jersey,Superior Double Room,1 night ·  December 2019,Group,Reviewed: 9 January 2020,Exceptional,There are no comments available for this review,Not Available,10
1960,Kieren,United Kingdom,Superior Double Room,1 night ·  December 2019,Group,Reviewed: 9 January 2020,Exceptional,There are no comments available for this review,Not Available,9.6
1961,Nyouise,Netherlands,Superior Double Room,1 night ·  January 2020,Couple,Reviewed: 8 January 2020,Exceptional,There are no comments available for this review,Not Available,10
1962,David,United Kingdom,Executive Double Room,1 night ·  January 2020,Family,Reviewed: 7 January 2020,Superb,There are no comments available for this review,Not Available,9.0
1963,Charlotte,United Kingdom,Executive Double Room,2 nights ·  January 2020,Couple,Reviewed: 6 January 2020,Exceptional,There are no comments available for this review,Not Available,10
1964,Lize,South Africa,Superior Double Room,4 nights ·  January 2020,Solo traveller,Reviewed: 6 January 2020,Exceptional,There are no comments available for this review,Not Available,9.6
1965,Oustin,United Kingdom,Superior Double Room,1 night ·  December 2019,Couple,Reviewed: 6 January 2020,Exceptional,There are no comments available for this review,Not Available,10
1966,Adrian,United Kingdom,Superior Double Room,1 night ·  January 2020,Couple,Reviewed: 5 January 2020,Very good,There are no comments available for this review,Not Available,8.0
1967,Aida,United Kingdom,Executive Double Room,1 night ·  January 2020,Couple,Reviewed: 5 January 2020,Very good,There are no comments available for this review,Not Available,8.3
1968,Emil,United Kingdom,Superior Double Room,1 night ·  January 2020,Couple,Reviewed: 5 January 2020,Exceptional,There are no comments available for this review,Not Available,10
1969,John,United Kingdom,Superior Twin Room,1 night ·  January 2020,Family,Reviewed: 4 January 2020,Exceptional,There are no comments available for this review,Not Available,10
1970,Lukas,United Kingdom,Superior Double Room,1 night ·  January 2020,Couple,Reviewed: 2 January 2020,Exceptional,There are no comments available for this review,Not Available,10
1971,Tom,United Kingdom,Executive Double Room,2 nights ·  December 2019,Solo traveller,Reviewed: 2 January 2020,Exceptional,There are no comments available for this review,Not Available,10
1972,Eleanor,Ireland,Superior Double Room,4 nights ·  December 2019,Couple,Reviewed: 31 December 2019,Very good,There are no comments available for this review,Not Available,8.0
1973,Matthew,United Kingdom,Superior Double Room,1 night ·  December 2019,Couple,Reviewed: 29 December 2019,Exceptional,There are no comments available for this review,Not Available,10
1974,Moataz,Egypt,Studio Suite,1 night ·  December 2019,Couple,Reviewed: 29 December 2019,Exceptional,There are no comments available for this review,Not Available,10
1975,Gina,Luxembourg,Superior Double Room,2 nights ·  December 2019,Solo traveller,Reviewed: 26 December 2019,Exceptional,There are no comments available for this review,Not Available,10
1976,Zoltan,United Kingdom,Superior Double Room,1 night ·  December 2019,Couple,Reviewed: 25 December 2019,Exceptional,There are no comments available for this review,Not Available,10
1977,Tamsin,South Africa,Superior Double Room,1 night ·  December 2019,Solo traveller,Reviewed: 23 December 2019,Very good,There are no comments available for this review,Not Available,8.0
1978,Gajaluxshan,United Kingdom,Executive Suite,1 night ·  December 2019,Couple,Reviewed: 23 December 2019,Exceptional,There are no comments available for this review,Not Available,10
1979,Marina,Switzerland,Superior Double Room,3 nights ·  December 2019,Family,Reviewed: 23 December 2019,Fabulous,There are no comments available for this review,Not Available,8.8
1980,Denise,United Kingdom,Executive Double Room,1 night ·  December 2019,Couple,Reviewed: 21 December 2019,Exceptional,There are no comments available for this review,Not Available,10
1981,Paul,United Kingdom,Superior Double Room with City View,1 night ·  December 2019,Solo traveller,Reviewed: 20 December 2019,"Great staff, clean and comfortable. View was amazing.",There are no comments available for this review,Not Available,9.2
1982,Shalin,United Kingdom,Superior Double Room,1 night ·  December 2019,Couple,Reviewed: 17 December 2019,Very good,There are no comments available for this review,Not Available,8.0
1983,Trevor,United Kingdom,Superior Double Room,1 night ·  December 2019,Couple,Reviewed: 17 December 2019,Superb,There are no comments available for this review,Not Available,9.2
1984,Aurnela,United Kingdom,Superior Double Room,1 night ·  December 2019,Couple,Reviewed: 17 December 2019,Good,There are no comments available for this review,Not Available,7.5
1985,Connor,United Kingdom,Superior Double Room,1 night ·  December 2019,Couple,Reviewed: 16 December 2019,Exceptional,There are no comments available for this review,Not Available,10
1986,T,United Kingdom,Superior Double Room,2 nights ·  December 2019,Couple,Reviewed: 16 December 2019,Exceptional,There are no comments available for this review,Not Available,9.6
1987,Kim,United Kingdom,Superior Double Room,2 nights ·  December 2019,Couple,Reviewed: 16 December 2019,Exceptional,There are no comments available for this review,Not Available,10
1988,Oriol,Switzerland,Superior Double Room,2 nights ·  December 2019,Couple,Reviewed: 15 December 2019,Exceptional,There are no comments available for this review,Not Available,10
1989,Terry,United Kingdom,Superior Double Room with City View,1 night ·  December 2019,Couple,Reviewed: 15 December 2019,Exceptional,There are no comments available for this review,Not Available,10
1990,George,United Kingdom,Superior Double Room,1 night ·  December 2019,Couple,Reviewed: 15 December 2019,Excellent,There are no comments available for this review,Not Available,9.0
1991,L,United Kingdom,Superior Double Room,2 nights ·  December 2019,Solo traveller,Reviewed: 14 December 2019,Very good,There are no comments available for this review,Not Available,8.0
1992,Vadim,United Kingdom,Superior Double Room,1 night ·  November 2019,Couple,Reviewed: 11 December 2019,Exceptional,There are no comments available for this review,Not Available,10
1993,James,United Kingdom,Superior Double Room,3 nights ·  December 2019,Solo traveller,Reviewed: 10 December 2019,Exceptional,There are no comments available for this review,Not Available,9.6
1994,Dace,Switzerland,Superior Double Room,1 night ·  December 2019,Family,Reviewed: 8 December 2019,Exceptional,There are no comments available for this review,Not Available,10
1995,Lola,United Kingdom,Superior Double Room,2 nights ·  December 2019,Couple,Reviewed: 8 December 2019,Very good,There are no comments available for this review,Not Available,8.3
1996,Leia,United Kingdom,Superior Twin Room,1 night ·  December 2019,Couple,Reviewed: 8 December 2019,Exceptional,There are no comments available for this review,Not Available,10
1997,Rhiannon,United Kingdom,Superior Double Room,2 nights ·  December 2019,Couple,Reviewed: 8 December 2019,Exceptional,There are no comments available for this review,Not Available,9.6
1998,Matt,United Kingdom,Superior Twin Room,2 nights ·  November 2019,Couple,Reviewed: 7 December 2019,Exceptional,There are no comments available for this review,Not Available,9.6
1999,Aleksejs,Greece,Executive Suite,1 night ·  December 2019,Solo traveller,Reviewed: 7 December 2019,very satisfied,There are no comments available for this review,Not Available,10
2000,Emma,United Kingdom,Superior Double Room,1 night ·  December 2019,Group,Reviewed: 4 December 2019,Exceptional,There are no comments available for this review,Not Available,10
2001,Simone,United Kingdom,Superior Double Room,2 nights ·  December 2019,Couple,Reviewed: 1 December 2019,Amazing!!!!,There are no comments available for this review,Not Available,10
2002,Ryan,United Kingdom,Executive Double Room,1 night ·  December 2019,Couple,Reviewed: 1 December 2019,Exceptional,There are no comments available for this review,Not Available,9.6
2003,Sean,United Kingdom,Superior Double Room,1 night ·  November 2019,Couple,Reviewed: 30 November 2019,Exceptional,There are no comments available for this review,Not Available,10
2004,Carl,United Kingdom,Superior Double Room,1 night ·  November 2019,Couple,Reviewed: 30 November 2019,Exceptional,There are no comments available for this review,Not Available,10
2005,Stuart,United Kingdom,Superior Double Room,2 nights ·  November 2019,Solo traveller,Reviewed: 29 November 2019,Very good,There are no comments available for this review,Not Available,8.0
2006,Selina,United Kingdom,Superior Double Room,1 night ·  November 2019,Couple,Reviewed: 27 November 2019,Exceptional,There are no comments available for this review,Not Available,10
2007,Elsy,Switzerland,Superior Double Room,1 night ·  November 2019,Couple,Reviewed: 26 November 2019,Exceptional,There are no comments available for this review,Not Available,10
2008,James,United Kingdom,Superior Double Room,3 nights ·  November 2019,Couple,Reviewed: 25 November 2019,Exceptional,There are no comments available for this review,Not Available,10
2009,Margaret,United Kingdom,Superior Twin Room,2 nights ·  November 2019,Group,Reviewed: 24 November 2019,Very good,There are no comments available for this review,Not Available,8.0
2010,Joseph,United Kingdom,Superior Double Room,2 nights ·  November 2019,Couple,Reviewed: 24 November 2019,Very good,There are no comments available for this review,Not Available,8.0
2011,Emma,United Kingdom,Superior Double Room,1 night ·  November 2019,Couple,Reviewed: 23 November 2019,Fabulous,There are no comments available for this review,Not Available,8.8
2012,Junior,United Kingdom,Superior Double Room,2 nights ·  November 2019,Couple,Reviewed: 22 November 2019,Superb,There are no comments available for this review,Not Available,9.0
2013,Robert,Australia,Superior Double Room,1 night ·  November 2019,Couple,Reviewed: 22 November 2019,Fabulous,There are no comments available for this review,Not Available,8.8
2014,Kevan,Jersey,Superior Double Room,2 nights ·  November 2019,Solo traveller,Reviewed: 20 November 2019,Superb,There are no comments available for this review,Not Available,9.2
2015,Suzannah,United Kingdom,Superior Double Room,1 night ·  November 2019,Group,Reviewed: 19 November 2019,Superb,There are no comments available for this review,Not Available,9.0
2016,Kate,United Kingdom,Deluxe Twin Room,2 nights ·  November 2019,Group,Reviewed: 18 November 2019,Superb,There are no comments available for this review,Not Available,9.0
2017,Benjamin,United Kingdom,Superior Double Room,2 nights ·  November 2019,Couple,Reviewed: 17 November 2019,Superb,There are no comments available for this review,Not Available,9.2
2018,Maddy,United Kingdom,Superior Double Room,1 night ·  November 2019,Solo traveller,Reviewed: 17 November 2019,Fabulous,There are no comments available for this review,Not Available,8.8
2019,Mills202,United Kingdom,Superior Double Room,1 night ·  November 2019,Solo traveller,Reviewed: 16 November 2019,Exceptional,There are no comments available for this review,Not Available,9.6
2020,Kieran,United Kingdom,Superior Double Room,1 night ·  November 2019,Couple,Reviewed: 15 November 2019,Exceptional,There are no comments available for this review,Not Available,10
2021,Noah,United Kingdom,Superior Double Room,1 night ·  October 2019,Couple,Reviewed: 15 November 2019,Very good,There are no comments available for this review,Not Available,8.0
2022,Jordan,United Kingdom,Superior Double Room,1 night ·  November 2019,Family,Reviewed: 14 November 2019,Fabulous,There are no comments available for this review,Not Available,8.8
2023,Dominic,United Kingdom,Superior Twin Room,1 night ·  November 2019,Group,Reviewed: 14 November 2019,Exceptional,There are no comments available for this review,Not Available,10
2024,Indya,Cyprus,Superior Twin Room,1 night ·  October 2019,Couple,Reviewed: 14 November 2019,Exceptional,There are no comments available for this review,Not Available,10
2025,Massimo,South Africa,Superior Double Room,3 nights ·  November 2019,Group,Reviewed: 12 November 2019,Superb,There are no comments available for this review,Not Available,9.2
2026,Lisa,United Kingdom,Superior Double Room,2 nights ·  November 2019,Couple,Reviewed: 11 November 2019,Exceptional,There are no comments available for this review,Not Available,10
2027,Olivia,Ireland,Superior Double Room,2 nights ·  November 2019,Couple,Reviewed: 10 November 2019,Exceptional,There are no comments available for this review,Not Available,9.6
2028,Minati,United Kingdom,Executive Double Room,1 night ·  November 2019,Couple,Reviewed: 9 November 2019,Superb,There are no comments available for this review,Not Available,9.0
2029,Sébastien,Belgium,Superior Twin Room,1 night ·  November 2019,Group,Reviewed: 7 November 2019,Superb,There are no comments available for this review,Not Available,9.2
2030,Daniil,Russia,Superior Double Room,1 night ·  November 2019,Solo traveller,Reviewed: 6 November 2019,Fabulous,There are no comments available for this review,Not Available,8.8
2031,Lukas,Germany,Superior Double Room,2 nights ·  November 2019,Couple,Reviewed: 6 November 2019,Good,There are no comments available for this review,Not Available,7.9
2032,Omar,Qatar,Superior Twin Room,1 night ·  November 2019,Group,Reviewed: 5 November 2019,Superb,There are no comments available for this review,Not Available,9.2
2033,Kristina,United Kingdom,Executive Suite,1 night ·  November 2019,Couple,Reviewed: 4 November 2019,Very good,There are no comments available for this review,Not Available,8.3
2034,Saulius,Lithuania,Superior Twin Room,2 nights ·  November 2019,Group,Reviewed: 3 November 2019,Exceptional,There are no comments available for this review,Not Available,10
2035,Riaz,United Kingdom,Superior Double Room,1 night ·  November 2019,Couple,Reviewed: 3 November 2019,Exceptional,There are no comments available for this review,Not Available,10
2036,Catherine,United Kingdom,Superior Double Room,1 night ·  November 2019,Group,Reviewed: 2 November 2019,Exceptional,There are no comments available for this review,Not Available,10
2037,Madeleine,United Kingdom,Superior Double Room,1 night ·  November 2019,Group,Reviewed: 2 November 2019,Exceptional,There are no comments available for this review,Not Available,10
2038,Alexa,United Kingdom,Superior Double Room,1 night ·  November 2019,Group,Reviewed: 2 November 2019,Superb,There are no comments available for this review,Not Available,9.2
2039,Louise,United Kingdom,Superior Double Room,2 nights ·  October 2019,Family,Reviewed: 31 October 2019,Exceptional,There are no comments available for this review,Not Available,9.6
2040,Believe,Switzerland,Superior Twin Room,2 nights ·  October 2019,Solo traveller,Reviewed: 29 October 2019,Exceptional,There are no comments available for this review,Not Available,10
2041,Arron,United Kingdom,Superior Double Room with City View,1 night ·  October 2019,Couple,Reviewed: 28 October 2019,Superb,There are no comments available for this review,Not Available,9.2
2042,Jordan,United Kingdom,Superior Double Room,3 nights ·  October 2019,Couple,Reviewed: 28 October 2019,Exceptional,There are no comments available for this review,Not Available,9.6
2043,David,United Kingdom,Superior Twin Room,3 nights ·  October 2019,Couple,Reviewed: 27 October 2019,Superb,There are no comments available for this review,Not Available,9.2
2044,Tyrone,United Kingdom,Superior Double Room,1 night ·  October 2019,Group,Reviewed: 26 October 2019,Exceptional,There are no comments available for this review,Not Available,10
2045,Karmella,United Kingdom,Superior Double Room,1 night ·  October 2019,Couple,Reviewed: 26 October 2019,Exceptional,There are no comments available for this review,Not Available,10
2046,Oscar,United Kingdom,Superior Double Room,1 night ·  October 2019,Group,Reviewed: 24 October 2019,Exceptional,There are no comments available for this review,Not Available,10
2047,Peter,Uganda,Superior Double Room with City View,2 nights ·  October 2019,Solo traveller,Reviewed: 24 October 2019,Very good,There are no comments available for this review,Not Available,8.3
2048,Claire,United Kingdom,Superior Twin Room,2 nights ·  October 2019,Group,Reviewed: 24 October 2019,Exceptional,There are no comments available for this review,Not Available,10
2049,Christine,United Kingdom,Superior Double Room,1 night ·  September 2019,Couple,Reviewed: 24 October 2019,Fabulous,There are no comments available for this review,Not Available,8.8
2050,Lewis,United Kingdom,Superior Double Room,1 night ·  October 2019,Solo traveller,Reviewed: 23 October 2019,Exceptional,There are no comments available for this review,Not Available,10
2051,Duro,United Kingdom,Superior Double Room with City View,1 night ·  October 2019,Couple,Reviewed: 23 October 2019,Exceptional,There are no comments available for this review,Not Available,10
2052,Roberta,United Kingdom,Superior Double Room,1 night ·  October 2019,Couple,Reviewed: 20 October 2019,Exceptional,There are no comments available for this review,Not Available,10
2053,Callum,United Kingdom,Superior Twin Room,1 night ·  October 2019,Couple,Reviewed: 19 October 2019,Exceptional,There are no comments available for this review,Not Available,10
2054,Ashley,United Kingdom,Superior Double Room,1 night ·  October 2019,Couple,Reviewed: 19 October 2019,Exceptional,There are no comments available for this review,Not Available,9.6
2055,Jessica,United Kingdom,Executive Double Room,1 night ·  October 2019,Couple,Reviewed: 16 October 2019,Exceptional,There are no comments available for this review,Not Available,10
2056,Stevie,United Kingdom,Superior Double Room,1 night ·  October 2019,Couple,Reviewed: 14 October 2019,Exceptional,There are no comments available for this review,Not Available,10
2057,Rhys,United Kingdom,Superior Twin Room,2 nights ·  October 2019,Couple,Reviewed: 14 October 2019,Very good,There are no comments available for this review,Not Available,8.3
2058,Deividas,Lithuania,Superior Double Room,1 night ·  October 2019,Family,Reviewed: 13 October 2019,Good,There are no comments available for this review,Not Available,7.9
2059,Marccco,United Kingdom,Superior Double Room,1 night ·  October 2019,Solo traveller,Reviewed: 13 October 2019,"Always happy...""",There are no comments available for this review,Not Available,9.2
2060,Kirsten,United Kingdom,Superior Double Room,1 night ·  October 2019,Couple,Reviewed: 13 October 2019,Superb,There are no comments available for this review,Not Available,9.2
2061,Laura,United Kingdom,Executive Double Room,1 night ·  October 2019,Couple,Reviewed: 13 October 2019,Exceptional,There are no comments available for this review,Not Available,10
2062,Jason,United Kingdom,Superior Double Room with City View,1 night ·  October 2019,Couple,Reviewed: 12 October 2019,Exceptional,There are no comments available for this review,Not Available,9.6
2063,Daniel,United Kingdom,Superior Double Room,1 night ·  October 2019,Couple,Reviewed: 10 October 2019,Exceptional,There are no comments available for this review,Not Available,10
2064,Andrew,United Kingdom,Superior Double Room,2 nights ·  October 2019,Couple,Reviewed: 8 October 2019,Superb,There are no comments available for this review,Not Available,9.0
2065,Asma,United Kingdom,Superior Double Room,3 nights ·  October 2019,Couple,Reviewed: 7 October 2019,Exceptional,There are no comments available for this review,Not Available,10
2066,Carey,United Kingdom,Superior Double Room,1 night ·  October 2019,Couple,Reviewed: 7 October 2019,Exceptional,There are no comments available for this review,Not Available,10
2067,Ben,United Kingdom,Executive Double Room,1 night ·  October 2019,Couple,Reviewed: 6 October 2019,Superb,There are no comments available for this review,Not Available,9.2
2068,Maddy,United Kingdom,Superior Double Room,1 night ·  October 2019,Couple,Reviewed: 6 October 2019,Exceptional,There are no comments available for this review,Not Available,10
2069,Shu91,United Arab Emirates,Superior Double Room,2 nights ·  September 2019,Solo traveller,Reviewed: 4 October 2019,Exceptional,There are no comments available for this review,Not Available,10
2070,Shu91,United Arab Emirates,Superior Double Room,1 night ·  September 2019,Solo traveller,Reviewed: 4 October 2019,Exceptional,There are no comments available for this review,Not Available,10
2071,Jason,United Kingdom,Studio Suite,1 night ·  September 2019,Couple,Reviewed: 4 October 2019,I’ve stayed in a lot of hotels in London and Novotel is by far the best,There are no comments available for this review,Not Available,10
2072,Chris,Netherlands,Superior Double Room,1 night ·  September 2019,Solo traveller,Reviewed: 4 October 2019,Exceptional,There are no comments available for this review,Not Available,10
2073,Gerard,United Kingdom,Superior Double Room,2 nights ·  September 2019,Solo traveller,Reviewed: 30 September 2019,Very good,There are no comments available for this review,Not Available,8.0
2074,Thomas,United Kingdom,Superior Double Room,1 night ·  September 2019,Couple,Reviewed: 30 September 2019,Exceptional,There are no comments available for this review,Not Available,10
2075,Aida,United Kingdom,Superior Double Room,1 night ·  September 2019,Couple,Reviewed: 29 September 2019,Exceptional,There are no comments available for this review,Not Available,10
2076,Claire,United Kingdom,Superior Double Room,1 night ·  September 2019,Couple,Reviewed: 29 September 2019,Very good,There are no comments available for this review,Not Available,8.0
2077,Jason,United Kingdom,Superior Double Room,1 night ·  September 2019,Couple,Reviewed: 29 September 2019,Exceptional,There are no comments available for this review,Not Available,10
2078,James,United Kingdom,Superior Double Room,1 night ·  September 2019,Couple,Reviewed: 29 September 2019,Very good,There are no comments available for this review,Not Available,8.3
